experiment_name,analysis_note,t_bg,t_vg,p_mAP_mean,p_mAP@1s,p_mAP@5s,p_mAP@10s,fps,speed_ratio,average_sliding_step,skipped_window_ratio,average_delay_seconds,processed_windows,total_windows
b1_c3d_flex_subset200,T_bg sensitivity,0.85,12.0,0.00988878681084626,0.0018562008533069261,0.010309180321154097,0.01628228618256523,14.924025398911647,1.3652675879804144,3.082045968349661,0.23597271159757102,2.9957434052757814,254784.0,333475.0
b1_c3d_flex_subset200,T_bg sensitivity,0.88,12.0,0.009920354365321512,0.0018586353609631363,0.010349503981752526,0.016332028166445064,14.579821576142185,1.3337794130192293,2.8393475435105198,0.21793537746457756,2.987634408602153,260799.0,333475.0
b1_c3d_flex_subset200,T_bg sensitivity,0.91,12.0,0.00993439418008739,0.0018651369617842238,0.010366035845120015,0.016352259084042208,14.345712728438647,1.3123628572786854,2.6362943540019996,0.2051728015593373,2.984257602862256,265055.0,333475.0
b1_c3d_flex_subset200,T_bg sensitivity,0.94,12.0,0.009948042893509661,0.0018649739348260725,0.0103810405077822,0.01637031704843618,14.195274046666611,1.2986005478003835,2.4873069916076815,0.19674938151285704,2.980000000000002,267864.0,333475.0
b1_c3d_flex_subset200,T_bg sensitivity,0.95,12.0,0.009950166244058197,0.0018647186229034118,0.010383094023752487,0.016373199808409948,14.155533874513452,1.2949650696012225,2.4477395240789828,0.19449433990554016,2.977183600713015,268616.0,333475.0
b1_c3d_flex_subset200,T_bg sensitivity,0.97,12.0,0.009969145882044228,0.0018669965877483267,0.010422434612105017,0.0163632649210989,14.087982716952343,1.2887854093900124,2.3825174876993302,0.19063198140790164,2.975519904931672,269904.0,333475.0
b1_c3d_flex_subset200,T_bg sensitivity,0.99,12.0,0.009978333352258695,0.001871135431495911,0.010432421351900067,0.01637394363988839,14.021641955875616,1.2827164776883409,2.3142144914282343,0.18680260889122124,2.9802249851983444,271181.0,333475.0
